                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    302,                0.90012,                0.80969,                 1.5222,                0.80577,                0.46741,                0.69011,                0.46851,                 1.6366,                 2.5458,                 2.9507,             0.00057734,             0.00057734,             0.00057734
                    303,                0.91912,                 0.7714,                 1.5068,                0.68229,                0.47946,                0.51155,                0.35092,                 1.7827,                  2.831,                 3.1042,             0.00057452,             0.00057452,             0.00057452
                    304,                0.86614,                0.74445,                 1.4966,                0.61524,                0.51825,                0.54562,                0.37114,                 1.7695,                 2.5642,                 3.1261,             0.00057169,             0.00057169,             0.00057169
                    305,                0.85431,                0.73771,                 1.4725,                0.79894,                0.47763,                0.62713,                0.42439,                  1.784,                 2.6613,                 3.1416,             0.00056886,             0.00056886,             0.00056886
                    306,                 0.9247,                0.81976,                 1.5528,                0.70269,                0.48366,                0.58318,                0.39615,                 1.7696,                 2.8213,                 3.1473,             0.00056603,             0.00056603,             0.00056603
                    307,                0.87111,                0.72913,                 1.4907,                0.81798,                0.45055,                0.55877,                0.38005,                 1.7699,                 3.0751,                 3.0874,              0.0005632,              0.0005632,              0.0005632
                    308,                0.92451,                0.79172,                 1.5284,                0.77811,                0.42892,                0.56294,                0.40666,                 1.8194,                  2.919,                 3.2043,             0.00056037,             0.00056037,             0.00056037
                    309,                0.85517,                 0.7462,                 1.4724,                 0.6497,                0.50804,                0.55963,                0.37981,                  1.813,                 2.6938,                 3.1868,             0.00055754,             0.00055754,             0.00055754
                    310,                0.90693,                0.78066,                 1.5435,                0.78141,                0.50768,                0.51396,                0.36229,                  1.728,                 2.6739,                 2.9766,             0.00055471,             0.00055471,             0.00055471
                    311,                0.90771,                0.76846,                 1.5131,                0.86473,                0.42718,                0.61672,                0.42771,                 1.7564,                 2.7323,                 3.0923,             0.00055188,             0.00055188,             0.00055188
